X,Y,OBJECTID,BRIDGE_ID,featint,county,facility,location,owner,yearbuilt,NHS_indicator,mrm_english,open_posted_closed,suff_rate,roadwidth,StructureType,Bridge_Condition,Bridge_Name
2434292.969,756233.6419,1914283,7268030,James River,07 BROWN,103rd Street,0.7N & 1W of Hecla, 2 County Hwy Agency,1900,0 Not on NHS,0,P Posted for load,35.900002,23.501,bridge,poor,-1
2552279.654,-113382.7859,1914285,34158000,JAMES RV,34 HUTCHINSON,41980 268TH ST,10.5S&0.7WALEXANDRIA, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",68,22.5,bridge,fair,_
2523703.831,705428.006,1914286,46074130,Crow Creek,46 MARSHALL,113th Street,3S & 3.6W of Britton, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,38,21.8996063,bridge,poor,-1
2546180.889,-171465.8941,1914287,34143110,DRY CK,34 HUTCHINSON,41830 279 ST.,"3.0S,8.3E PARKSTON", 2 County Hwy Agency,1976,0 Not on NHS,0,"A Open, no restriction",79.099998,22,bridge,fair,_
2221237.84,444138.606,1914289,25270136,SOUTH FORK SNAKE CK,25 FAULK,SD045,1 N JCT US 212, 1 State Highway Agency,1975,0 Not on NHS,149.67,"A Open, no restriction",93.5,40,bridge,fair,-1
1215448.433,262281.9218,1914290,47338361,ELM CK,47 MEADE,SD034,12 SW OF UNION CENTER, 1 State Highway Agency,2012,1 On the NHS,69.169998,"A Open, no restriction",96.400002,36,bridge,good,-1
2456532.14,86200.23654,1914291,56094100,SAND CK,56 SANBORN,COUNTY RD,2N & 1.6W FORESTBURG, 2 County Hwy Agency,1940,0 Not on NHS,0,"A Open, no restriction",55.799999,18.045,bridge,poor,-1
2145837.534,-266109.3964,1914292,27100276,CK,27 GREGORY,342 AVENUE,2W & 5.3S BURKE, 2 County Hwy Agency,1932,0 Not on NHS,0,"A Open, no restriction",86.699997,18.1988189,bridge,good,-1
2887058.474,216521.4227,1914293,6320118,CK,06 BROOKINGS,486TH AVENUE,3.2N & 8E BUSHNELL, 2 County Hwy Agency,1961,0 Not on NHS,0,P Posted for load,47.200001,30.4,bridge,poor,-1
2570335.303,177201.5621,1914294,39076170,REDSTONE CK,39 KINGSBURY,213TH STREET,2 N & 3.6 E ESMOND, 2 County Hwy Agency,1940,0 Not on NHS,0,P Posted for load,42.299999,17.999,bridge,fair,-1
2730593.803,685402.9164,1914298,55101180,Creek,55 ROBERTS,118th Street,1.5E & 1N of Sisseton, 2 County Hwy Agency,1983,0 Not on NHS,0,"A Open, no restriction",80.699997,30.299,bridge,fair,-1
2472983.085,-210515.8052,1914302,34001180,CREEK,34 HUTCHINSON,US018,0.1 E OF DOUGLAS CO LINE, 1 State Highway Agency,1961,1 On the NHS,367.98999,"A Open, no restriction",91.599998,30,bridge,fair,
2701378.403,-130196.8983,1914305,63080042,WEST FORK VERMILLION RV,63 TURNER,27220 448 AVE,2.8N & 5W PARKER, 2 County Hwy Agency,1995,0 Not on NHS,0,"A Open, no restriction",79.699997,21.00065617,bridge,fair,-1
2915625.702,-463823.5729,1914306,64158399,I029,64 UNION,DAKOTA DUNES BLVD,1.6 S NSCITY INTERCHANGE, 1 State Highway Agency,1991,0 Not on NHS,0,"A Open, no restriction",82,52,bridge,fair,
1406832.116,512337.878,1914308,53381506,RABBIT CK,53 PERKINS,USTA ROAD,14E 21.6 S BISON, 2 County Hwy Agency,1998,0 Not on NHS,0,"A Open, no restriction",93.800003,30,bridge,good,-1
2792603.161,195687.3502,1914309,6139151,NORTH DEER CK,06 BROOKINGS,US014 E,3.9 E OF VOLGA, 1 State Highway Agency,1978,1 On the NHS,416.84,"A Open, no restriction",87,40,bridge,fair,-1
2758361.147,300840.6534,1914311,29260128,Big Sioux River,29 HAMLIN,462nd Avenue,1W & 0.8S of Dempster, 2 County Hwy Agency,1992,0 Not on NHS,0,"A Open, no restriction",100,30,bridge,good,-1
2764311.989,-31350.45815,1914312,50070098,WEST BR SKUNK CK,50 MINNEHAHA,"461ST AVE, HWY 155",5.2N & 2W HARTFORD, 2 County Hwy Agency,2020,0 Not on NHS,0,"A Open, no restriction",99.900002,32,bridge,good,
2566084.76,208881.3521,1914313,39069110,REDSTONE CK,39 KINGSBURY,207TH ST,8.1W DESMET, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,22,15,bridge,poor,-1
2673153.147,-104739.2018,1914314,44132230,W. Fork of Vermillion Rv,44 MCCOOK,267th Street,14.5S & 2.2E of Salem, 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",81.800003,33.999,bridge,fair,-1
2831428.59,465377.1616,1914315,26280181,CK,26 GRANT,477 AVE,5.0W & 0.9N ALBEE, 2 County Hwy Agency,2004,0 Not on NHS,0,"A Open, no restriction",100,25.2,bridge,good,-1
2786366.401,184901.2366,1914316,6125170,CK,06 BROOKINGS,213TH STREET,1S & 4.5W BROOKINGS, 2 County Hwy Agency,1992,0 Not on NHS,0,"A Open, no restriction",70.099998,22.999,bridge,fair,-1
2839273.94,-298074.3027,1914318,64029080,BRULE CK,64 UNION,47290 305 STR.,8S & 1.2E BERESFORD, 2 County Hwy Agency,1994,0 Not on NHS,0,"A Open, no restriction",98,27.99868766,bridge,good,-1
2830384.554,487179.1114,1914319,26280141,CK,26 GRANT,477 AVENUE,5W & 4.9N ALBEE, 2 County Hwy Agency,1965,0 Not on NHS,0,P Posted for load,48,23.501,bridge,poor,-1
1114722.091,15845.16399,1914320,17411027,BATTLE CK,17 CUSTER,SD040,1.5 W OF HERMOSA, 1 State Highway Agency,1986,0 Not on NHS,45.68,"A Open, no restriction",94.199997,32.00131234,bridge,good,-1
1805793.587,658606.598,1914322,16666216,DEEP BANK CK,16 CORSON,IRR US012,6.6 NW JCT SD 20, 1 State Highway Agency,1965,1 On the NHS,174.92,"A Open, no restriction",84.5,30,bridge,fair,-1
1076977.846,-187039.7646,1914324,24360143,HORSEHEAD CK,24 FALL RIVER,OLD HIGHWAY 79,5.6W & 5.7N OELRICHS, 2 County Hwy Agency,1992,0 Not on NHS,0,"A Open, no restriction",99.900002,27.999,bridge,good,-1
2333157.848,11022.84063,1914329,2097056,WEST FIRESTEEL CK,02 AURORA,378 AVE,8.5N 4.7E WHITE LAKE, 2 County Hwy Agency,1936,0 Not on NHS,0,P Posted for load,35.799999,23.999,bridge,poor,
2141717.58,153763.5174,1914330,35161440,CK,35 HYDE,216 STREET,5 E STEPHAN, 2 County Hwy Agency,2015,0 Not on NHS,0,"A Open, no restriction",93.400002,32.75,bridge,good,
2336310.545,469551.0998,1914331,58070092,Slough Waterway Creek,58 SPINK,383rd Avenue,3.2 S NORTHVILLE, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",78.599998,30,bridge,fair,-1
2796702.667,185293.3894,1914332,6146170,CK,06 BROOKINGS,213TH STREET,1S & 2.4W BROOKINGS, 2 County Hwy Agency,1980,0 Not on NHS,0,"A Open, no restriction",70.099998,22.598,bridge,fair,-1
2549222.698,90240.32065,1914333,49030095,CK,49 MINER,421 AVE,3.5N FEDORA, 2 County Hwy Agency,1973,0 Not on NHS,0,"A Open, no restriction",77.699997,30.6003937,bridge,fair,-1
2334185.77,460061.8471,1914334,58065110,Creek,58 SPINK,159th Street,5.0S 0.5W NORTHVILLE, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",52.5,17.1,bridge,poor,-1
2235449.862,208133.8874,1914335,30162340,TURTLE CK,30 HAND,206TH ST,8S & 0.2E MILLER, 2 County Hwy Agency,1928,0 Not on NHS,0,"A Open, no restriction",79.099998,18.99934383,bridge,fair,-1
2855617.635,-67984.26808,1914337,50240174,Ellis & Eastern Railroad,50 MINNEHAHA,Veterans Parkway,0.9S of I90 Interchange, 4 City/Municipal Hwy Ag,2019,1 On the NHS,0,"A Open, no restriction",93.900002,116,bridge,good,_
2515911.15,233911.9454,1914338,3395120,Middle Pearl Creek,03 BEADLE,202nd Street,6N & 2.5W of Iroquois, 2 County Hwy Agency,1969,0 Not on NHS,0,"A Open, no restriction",92.699997,30.299,bridge,fair,-1
2549683.874,-150271.0376,1914339,34152070,DRY CK,34 HUTCHINSON,41920 275 STR.,9 E PARKSTON S.D., 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",79.900002,24,bridge,fair,_
2557476.918,-286695.8353,1914342,5187100,Snatch Creek,05 BON HOMME,41970 301st Street,3N & 3.2E of Tyndall, 2 County Hwy Agency,1959,0 Not on NHS,0,"A Open, no restriction",86.800003,24,bridge,fair,-1
2819580.685,491093.1239,1914343,26260132,CK,26 GRANT,475 AVENUE,3E & 5.8N STRANDBURG, 2 County Hwy Agency,2021,0 Not on NHS,0,"A Open, no restriction",99,26,bridge,good,
954766.9809,286627.5621,1914344,41080037,TRIB TO SPEARFISH CK,41 LAWRENCE,OLD BELLE HWY,1.5 W 4.2 N SPEARFISH, 2 County Hwy Agency,2003,0 Not on NHS,0,"A Open, no restriction",99.5,31.75,bridge,good,-1
1106117.492,127401.5272,1914346,52383263,BOXELDER CK,52 PENNINGTON,I090 W,0.6 SE MEADE CO LINE, 1 State Highway Agency,1973,1 On the NHS,53.93,"A Open, no restriction",97.5,40,bridge,fair,
2642243.984,396436.0586,1914348,15046180,CK,15 CODINGTON,172 STREET,3.6E 1.0N HENRY, 2 County Hwy Agency,1940,0 Not on NHS,0,K Closed to all traffic,40,25.801,bridge,poor,-1
2829372.16,212760.8627,1914349,6210121,CK,06 BROOKINGS,475TH AVENUE,2.9N & 3W BUSHNELL, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,36.299999,17.192,bridge,fair,-1
2874715.995,439398.6076,1914350,26360235,CK,26 GRANT,485 AVENUE,3E & 4.5S ALBEE, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,40,23.99934383,bridge,poor,-1
1407497.635,134723.6903,1914351,52955230,TRIB TO CHEYENNE RIVER,52 PENNINGTON,222ND STREET,3.5E 5S CREIGHTON, 2 County Hwy Agency,1960,0 Not on NHS,0,P Posted for load,74.699997,23.5,bridge,fair,-1
2447763.491,492502.9515,1914352,58282050,CREEK,58 SPINK,153RD STREET,1.8W & 1N CONDE, 2 County Hwy Agency,1932,0 Not on NHS,0,P Posted for load,64.300003,18.199,bridge,fair,-1
1063494.299,-144757.7261,1914353,24330064,CHEYENNE RV,24 FALL RIVER,US018 W,1S JCT SD 79, 1 State Highway Agency,2010,1 On the NHS,45.849998,"A Open, no restriction",87,36,bridge,fair,_
2777663.651,242601.9467,1914355,6113060,BIG SIOUX RV,06 BROOKINGS,202ND STREET,1.25N & 0.4W BRUCE, 2 County Hwy Agency,1970,0 Not on NHS,0,"A Open, no restriction",53.099998,18.701,bridge,poor,-1
2434791.745,434183.9339,1914356,58255160,TIMBER CREEK,58 SPINK,164TH STREET,8N & 4.5W DOLAND, 2 County Hwy Agency,1935,0 Not on NHS,0,"A Open, no restriction",78,27.1,bridge,fair,-1
1950874.499,724169.6447,1914357,11200084,SPRING CK,11 CAMPBELL,US083,1.0 S OF HERREID, 1 State Highway Agency,2006,1 On the NHS,232.24001,"A Open, no restriction",94.599998,36,bridge,good,-1
2840248.562,-82207.08413,1914358,50210200,CLIFF AVE,50 MINNEHAHA,BURL NORTHERN RR,0.8 N JCT SD42,27 Railroad,1990,0 Not on NHS,0,"A Open, no restriction",-2,12.00131234,bridge,good,
2468098.857,603519.7905,1914359,7325320,Creek,07 BROWN,132nd Street,1N & 2.5E of Groton, 2 County Hwy Agency,1984,0 Not on NHS,0,"A Open, no restriction",80.699997,26.499,bridge,fair,-1
2404213.562,511110.0629,1914361,58200014,Mud Creek,58 SPINK,396th Avenue,4.4N 0.6E BRENTFORD, 2 County Hwy Agency,1926,0 Not on NHS,0,"A Open, no restriction",77.699997,17.9,bridge,fair,-1
2605713.664,-158982.2797,1914362,34258090,WOLF CK,34 HUTCHINSON,42980 277 ST.,"1.0N,8.2W OF FREEMAN", 2 County Hwy Agency,1980,0 Not on NHS,0,"A Open, no restriction",79.099998,29.1,bridge,good,_
2860455.698,119218.5084,1914363,51142060,Spring Creek,51 MOODY,226th Street,3S & 6.8W of Ward, 2 County Hwy Agency,1978,0 Not on NHS,0,P Posted for load,53.799999,22.799,bridge,poor,-1
2560990.209,-204943.9958,1914364,34170175,CK,34 HUTCHINSON,28550 421 AVE.,5 W & 0.5 N OLIVET, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",54.099998,29.6,bridge,poor,_
1455647.807,724049.3742,1914365,53460102,CK,53 PERKINS,RIEDY ROAD,7E 9.2S LEMMON, 2 County Hwy Agency,1977,0 Not on NHS,0,"A Open, no restriction",69.099998,22.99868766,bridge,fair,-1
2822731.168,165097.4567,1914366,6193211,MEDARY CK,06 BROOKINGS,SD324,0.8 E I 29 INTERCH, 1 State Highway Agency,1974,0 Not on NHS,358.37,"A Open, no restriction",98,32.00131234,bridge,fair,-1
2822789.028,-206943.3048,1914367,42065197,SADDLE CK,42 LINCOLN,I029 N,2.6 S US 18 W INTERCH, 1 State Highway Agency,1961,1 On the NHS,56.68,"A Open, no restriction",86,40,bridge,fair,
2785454.658,-367047.9918,1914368,14103206,BNSF RR,14 CLAY,SD019,0.6 W JCT SD 19 N/SD 50L, 1 State Highway Agency,1997,1 On the NHS,4.3400002,"A Open, no restriction",100,44.00000164,bridge,good,
2785526.886,338276.2032,1914369,20015180,184 ST,20 DEUEL,I029 N,2.5 SE SD 22 INTERCH, 1 State Highway Agency,1973,1 On the NHS,162.10001,"A Open, no restriction",93.800003,37.99868766,bridge,fair,-1
2834225.294,13656.38195,1914370,50202018,CK,50 MINNEHAHA,THIRD STREET,THIRD ST-DELL RAPIDS, 3 Town/Township Hwy Age,1952,0 Not on NHS,0,P Posted for load,40,40,bridge,poor,-1
1483555.679,119293.0621,1914371,28080417,DEADMANS CK,28 HAAKON,Deadman Creek Road,7.3 N & 9 W PHILIP, 2 County Hwy Agency,1955,0 Not on NHS,0,"A Open, no restriction",96.900002,28,bridge,good,-1
2698292.977,450903.9359,1914373,15154080,BIG SIOUX RV,15 CODINGTON,162 STREET,7.5E & 1S FLORENCE, 2 County Hwy Agency,1985,0 Not on NHS,0,P Posted for load,54.700001,26.099,bridge,poor,-1
2844672.21,228329.4644,1914375,6240092,CK,06 BROOKINGS,478TH AVENUE,5.8N BUSHNELL, 2 County Hwy Agency,2016,0 Not on NHS,0,"A Open, no restriction",92.099998,30.67,bridge,good,
2863463.605,341666.554,1914376,20163180,COBB CK,20 DEUEL,TWNSHP RD 184TH ST,5 S & 4.7 W GARY, 2 County Hwy Agency,1960,0 Not on NHS,0,"A Open, no restriction",48.400002,15.801,bridge,poor,-1
2739632.743,638025.4462,1914377,55115270,127 ST (FAS),55 ROBERTS,IRR I029 S,PEEVER INTERCHANGE, 1 State Highway Agency,1978,1 On the NHS,224.02,"A Open, no restriction",98,40,bridge,fair,-1
2560176.938,-139426.8978,1914379,34172050,PLUM CK,34 HUTCHINSON,273 ST,1.6E & 2N of Milltown, 2 County Hwy Agency,1982,0 Not on NHS,0,"A Open, no restriction",100,24,bridge,fair,_
1366640.622,74994.3869,1914380,52880346,I090,52 PENNINGTON,CEDAR BUTTE RD,1.9 NW W WALL INTERCHANGE, 1 State Highway Agency,1968,0 Not on NHS,0,"A Open, no restriction",99.099998,30,bridge,fair,-1
2606725.976,-51628.3966,1914382,44010126,I090,44 MCCOOK,431 AVE (FAS 6341),4.0 E SD 25 INTERCHANGE, 1 State Highway Agency,1964,0 Not on NHS,0,"A Open, no restriction",92.099998,30,bridge,fair,
2140776.356,-252036.1697,1914383,27089250,PONCA CK,27 GREGORY,294 STREET,3.1W & 3S BURKE, 2 County Hwy Agency,1950,0 Not on NHS,0,"A Open, no restriction",83.800003,23.99934383,bridge,fair,-1
2182200.117,-42987.46933,1914384,8140152,CK,08 BRULE,350 AVENUE,0.5W & 4.2S PUKWANA, 2 County Hwy Agency,1964,0 Not on NHS,0,"A Open, no restriction",69.699997,17.70013123,bridge,fair,-1
2180369.088,-281732.7766,1914385,27165307,PONCA CK,27 GREGORY,349 AVENUE,1W & 3.7S HERRICK, 2 County Hwy Agency,1949,0 Not on NHS,0,P Posted for load,56.299999,20,bridge,fair,-1
1619250.144,199492.0729,1914386,28331260,NORTH PLUM CK,28 HAAKON,SD034,9.1 W STANLEY CO LINE, 1 State Highway Agency,1959,1 On the NHS,159.92,"A Open, no restriction",93.5,30,bridge,fair,-1
2820859.07,-163560.9083,1914387,42064115,BNSF RR,42 LINCOLN,I029 S,0.6 N SD 44 INTERCH, 1 State Highway Agency,2000,1 On the NHS,64.910004,"A Open, no restriction",97.400002,40,bridge,good,
1131101.564,134698.6176,1914389,47190607,BOXELDER CK,47 MEADE,143RD AVE.,16E & 17.7S STURGIS, 2 County Hwy Agency,1966,0 Not on NHS,0,"A Open, no restriction",81.800003,23,bridge,fair,
2739003.678,-55309.67303,1914391,50020142,SD019,50 MINNEHAHA,I090 E,SD 19 INTERCHANGE, 1 State Highway Agency,2024,1 On the NHS,379.66,G New-Not Yet Open,,40,bridge,good,
1434618.538,-35944.62842,1914392,52A20552,Trib to White River,52 PENNINGTON,Local Road,8.5E 0.5S CONATA, 2 County Hwy Agency,1960,0 Not on NHS,0,"A Open, no restriction",67.199997,18.999,bridge,fair,-1
2777162.068,232184.233,1914393,6112080,BIG SIOUX RV,06 BROOKINGS,204TH STREET,1S & 0.8W BRUCE, 2 County Hwy Agency,1963,0 Not on NHS,0,"A Open, no restriction",76.300003,30,bridge,fair,
2792867.731,195450.6512,1914394,6140151,CK,06 BROOKINGS,468TH AVENUE,0.9N & 3W BROOKINGS, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",97,32.00131234,bridge,good,-1
1586331.34,553338.9542,1914396,69260092,RED EARTH CK,69 ZIEBACH,IRR SD065,3.1 S JCT SD 20, 1 State Highway Agency,1984,0 Not on NHS,186.42999,"A Open, no restriction",90,32.00131234,bridge,good,-1
2599696.829,-33171.99716,1914397,31177090,WOLF CK,31 HANSON,42970  253 STREET,3.7 E FARMER, 2 County Hwy Agency,1982,0 Not on NHS,0,"A Open, no restriction",79.099998,22.6,bridge,fair,-1
2298256.133,738669.5897,1914399,7009060,Elm Lake,07 BROWN,106th Street,9.5W & 1N of Frederick, 2 County Hwy Agency,1932,0 Not on NHS,0,K Closed to all traffic,81.699997,23.999,bridge,fair,-1
2862098.595,-376429.5387,1914400,64067230,BRULE CK,64 UNION,47659 320 ST.,4.0N & 0.7E ELK POINT, 2 County Hwy Agency,2005,0 Not on NHS,0,P Posted for load,96,23.6,bridge,fair,_
2438275.294,116253.0265,1914401,56061043,SAND CK,56 SANBORN,SD037 S,3.3 S JCT SD 224, 1 State Highway Agency,1977,1 On the NHS,111.59,"A Open, no restriction",99.900002,40,bridge,good,
2655219.651,-47264.41943,1914402,44103120,W. Fork of Vermillion Rv,44 MCCOOK,256th Street,3S & 0.7W of Salem, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",76.800003,17.999,bridge,fair,-1
2821761.411,70171.06157,1914403,51065150,I029,51 MOODY,SD034,SD 34 INTERCHANGE, 1 State Highway Agency,1963,1 On the NHS,406.56,"A Open, no restriction",89.300003,30,bridge,fair,
1173974.396,150524.7611,1914405,47270575,ELK CK,47 MEADE,ANTELOPE CREEK RD.,24E & 13.5S STURGIS, 2 County Hwy Agency,1976,0 Not on NHS,0,B Posting Recommended,46.700001,26.9,bridge,poor,
1334471.36,-31009.16159,1914407,52830548,TRIB TO CHEYENNE RIVER,52 PENNINGTON,TOWNSHIP RD,0.2 N IMLAY, 2 County Hwy Agency,1930,0 Not on NHS,0,"A Open, no restriction",69.199997,15.5,bridge,fair,-1
2785861.498,-273775.2673,1914408,14109030,VERMILLION RV,14 CLAY,46290 300 ST.,7.9E & 2N WAKONDA, 2 County Hwy Agency,1982,0 Not on NHS,0,"A Open, no restriction",90.800003,31.2992126,bridge,fair,-1
2852831.561,208519.4985,1914411,6255130,CK,06 BROOKINGS,209TH STREET,2N & 1.5E BUSHNELL, 2 County Hwy Agency,1913,0 Not on NHS,0,P Posted for load,28.200001,15.699,bridge,poor,-1
2774063.032,594904.1709,1914413,55180354,Creek,55 ROBERTS,467th Avenue,0.6N of Wilmot, 2 County Hwy Agency,1968,0 Not on NHS,0,P Posted for load,47.799999,30.699,bridge,poor,-1
1036175.334,344274.4054,1914414,10230338,OWL CK,10 BUTTE,MAIL RD,8.0W 0.2N NEWELL, 2 County Hwy Agency,1978,0 Not on NHS,0,"A Open, no restriction",72.099998,22.7,bridge,fair,_
2798994.397,-312850.9516,1914415,14133105,BAPTIST CK,14 CLAY,46530  MARSHALTOWN,10.5S & 13.3E IRENE, 2 County Hwy Agency,1995,0 Not on NHS,0,"A Open, no restriction",83.699997,23.39895013,bridge,fair,-1
2344392.849,239314.1055,1914416,3070104,Cain Creek,03 BEADLE,383rd Avenue,4.5N & 4.0W of Wolsey, 2 County Hwy Agency,1924,0 Not on NHS,0,P Posted for load,36.900002,20,bridge,poor,-1
1651556.209,318124.4528,1914417,69390535,CHEYENNE RV,69 ZIEBACH,IRR SD063,ZIEBACH-HAAKON CO LINE, 1 State Highway Agency,1981,0 Not on NHS,144.83,"A Open, no restriction",93.099998,32.00131234,bridge,fair,-1
1326499.725,369865.66,1914418,47549149,PINE CK,47 MEADE,PINE CREEK RD.,21.1W & 13.9S FAITH, 2 County Hwy Agency,1935,0 Not on NHS,0,K Closed to all traffic,29.9,15.5,bridge,poor,-1
1307969.895,575275.7433,1914419,53189391,RABBIT CK,53 PERKINS,BIXBY ROAD,5.7 W 10.1 S BISON, 2 County Hwy Agency,1963,0 Not on NHS,0,P Posted for load,70.300003,23.99934383,bridge,fair,-1
1234526.538,218777.1892,1914420,47378444,WEST ELM CK,47 MEADE,NEW UNDERWOOD RD.,5 E OF HEREFORD, 2 County Hwy Agency,1975,0 Not on NHS,0,"A Open, no restriction",98,27.999,bridge,good,-1
2785277.575,195369.8902,1914421,6126151,BIG SIOUX RV OVERFLOW,06 BROOKINGS,US014 E,2.5 E OF VOLGA, 1 State Highway Agency,1978,1 On the NHS,415.45001,"A Open, no restriction",87,40,bridge,fair,-1
2671271.987,-319121.88,1914423,68130168,Marne Creek,68 YANKTON,30780 441st Avenue,1.2N &1E of Yankton, 2 County Hwy Agency,1964,0 Not on NHS,0,P Posted for load,68.400002,25.6,bridge,fair,-1
2835977.447,176094.4652,1914424,6220190,MEDARY CK,06 BROOKINGS,476TH AVENUE,1.0S AURORA, 2 County Hwy Agency,2003,0 Not on NHS,0,"A Open, no restriction",94.900002,38,bridge,good,-1
2411522.231,-131358.1614,1914425,22190026,CHOTEAU CK,22 DOUGLAS,26960 393 AVE,"2.4N,4.0E OF CORSICA", 2 County Hwy Agency,1979,0 Not on NHS,0,"A Open, no restriction",70.099998,30.40026247,bridge,fair,-1
2386866.559,568101.7406,1914426,7170384,Moccasin Creek,07 BROWN,393rd Avenue,6S & 2.5W of Bath, 2 County Hwy Agency,2021,0 Not on NHS,0,"A Open, no restriction",91.699997,28.9,bridge,good,
1036690.155,44829.77892,1914428,52261428,PALMER GULCH,52 PENNINGTON,SD244,3.2 E JCT US 385 & 16, 1 State Highway Agency,2024,0 Not on NHS,27.09,"A Open, no restriction",97.800003,64,bridge,good,
2835820.017,-100327.917,1914429,50201233,S MINNESOTA AVE,50 MINNEHAHA,I229 N,MINNESOTA AVE INTERCHANGE, 1 State Highway Agency,1959,1 On the NHS,3.1199999,"A Open, no restriction",86.800003,32,bridge,fair,SSG Robb L. Rolfing
1977590.624,23290.5533,1914430,43200206,310 AVE,43 LYMAN,I090 E,4 E US 183 INTERCH, 1 State Highway Agency,1970,1 On the NHS,230.39,"A Open, no restriction",94.800003,37.99868766,bridge,fair,-1
1063966.002,109863.1807,1914431,52305300,RAPID CK,52 PENNINGTON,SONQUIST LANE,0.3W 0.2S JOHNSON SD, 2 County Hwy Agency,2022,0 Not on NHS,0,"A Open, no restriction",94.800003,29.5,bridge,good,
1833475.241,199728.4849,1914433,59328274,WILLOW CK,59 STANLEY,US014,7.9 W JCT US 83, 1 State Highway Agency,1984,1 On the NHS,220.39,"A Open, no restriction",89.900002,40,bridge,good,-1
2805278.949,-46973.00433,1914436,50146130,WILLOW CK,50 MINNEHAHA,257TH STREET,1.4W CROOKS, 2 County Hwy Agency,2010,0 Not on NHS,0,"A Open, no restriction",84.099998,28.5,bridge,fair,
2259646.858,320630.3681,1914437,30213130,SHAEFER CK,30 HAND,185 ST,5.3 E & 12 N MILLER, 2 County Hwy Agency,1930,0 Not on NHS,0,P Posted for load,34,25.29855643,bridge,poor,-1
1107516.025,646343.966,1914438,32339272,CLARKS FORK CK,32 HARDING,SD020,8.8 E JCT US 85, 1 State Highway Agency,1995,0 Not on NHS,38.189999,"A Open, no restriction",97.599998,36.00065617,bridge,good,-1
2822377.56,91358.344,1914440,51067110,Trib. to Jack Moore Crk,51 MOODY,231st Street,2.0N & 5.3W of Egan, 2 County Hwy Agency,1950,0 Not on NHS,0,P Posted for load,39,20.098,bridge,poor,-1
2693190.477,-192086.3362,1914441,63060158,TURKEY RIDGE CK,63 TURNER,28380 446 AVE,1W & 9.8S MARION, 2 County Hwy Agency,1910,0 Not on NHS,0,K Closed to all traffic,32.200001,15.80052493,bridge,poor,-1
2557739.222,774859.1214,1914443,46141000,Wild Rice Creek,46 MARSHALL,100th Street,10N & 3.1E of Britton, 2 County Hwy Agency,1935,0 Not on NHS,0,P Posted for load,39.900002,26.401,bridge,poor,-1
2660657.304,-181877.3569,1914445,63000136,TURKEY RIDGE CK,63 TURNER,28160 440TH AVE,7W & 7.6S MARION, 2 County Hwy Agency,1945,0 Not on NHS,0,P Posted for load,61.599998,17.2,bridge,fair,-1
2517613.036,89194.61605,1914446,56210096,CK,56 SANBORN,415TH AVE.,0.5E 3.4N ARTESIAN, 2 County Hwy Agency,2020,0 Not on NHS,0,"A Open, no restriction",100,30.58,bridge,good,
2848450.05,-202518.4934,1914447,42114190,S Fork of Beaver Creek,42 LINCOLN,287th Street,7S & 3.4E of Worthing, 2 County Hwy Agency,1940,0 Not on NHS,0,"A Open, no restriction",76.800003,17.799,bridge,fair,-1
2474387.311,-341670.8008,1914448,5028200,Choteau Creak,05 BON HOMME,40370 311th Street,10.2W & 1N of Springfield, 2 County Hwy Agency,1905,0 Not on NHS,0,K Closed to all traffic,29.200001,15.801,bridge,poor,-1
2534765.496,-45480.37313,1914450,31054110,JOHNSON CK,31 HANSON,41740 255 STREET,3.0S 1.6W FULTON, 2 County Hwy Agency,1984,0 Not on NHS,0,"A Open, no restriction",79.099998,22.79855643,bridge,good,-1
2856844.687,-397924.6784,1914452,64055269,SD029  L,64 UNION,I029 S,W ELK POINT INTERCHANGE, 1 State Highway Agency,1993,1 On the NHS,18.309999,"A Open, no restriction",96,46.00000197,bridge,fair,
2831126.416,503239.2319,1914453,26283110,CK,26 GRANT,153 STREET,0.7W & 4S MILBANK, 2 County Hwy Agency,1974,0 Not on NHS,0,"A Open, no restriction",78.699997,30.499,bridge,fair,-1
2014932.53,247663.5176,1914454,33372020,SOUTH MEDICINE CK,33 HUGHES,198 STREET,1.0S & 3.8W HARROLD, 2 County Hwy Agency,1969,0 Not on NHS,0,"A Open, no restriction",78.699997,30.4,bridge,fair,-1
2499064.924,175418.9958,1914455,3360231,Middle Pearl Creek,03 BEADLE,412th Avenue,5.1S & 3E of Cavour, 2 County Hwy Agency,1930,0 Not on NHS,0,K Closed to all traffic,23.299999,17.201,bridge,fair,-1
